_id,societyId,name,phone,visitorType,createdByUserId,createdAt,__v,updatedAt,created_month,created_weekday,created_hour
6a60919d62a1662d3b6803e6,6a5b33f154b73fc9cb5effdf,Cynthia Tromp,248-256-0869 x5722,OTHER,6a5faffaf9a6aaf7b13e2e20,2026-04-30 12:50:32.925000+00:00,0,2026-07-22 09:47:09.703000+00:00,4,3,12
6a60919d62a1662d3b6803e7,6a5b33f154b73fc9cb5effdf,Daisy Hessel,(893) 728-0445 x205,OTHER,6a5fb2a4f9a6aaf7b13e2f11,2026-07-15 00:45:30.932000+00:00,0,2026-07-22 09:47:09.703000+00:00,7,2,0
6a60919d62a1662d3b6803e8,6a5b33f154b73fc9cb5effdf,Clyde Blanda I,(520) 899-8900 x58203,SERVICE_PROVIDER,6a5b5008120eac5c280cb195,2026-02-19 00:06:28.273000+00:00,0,2026-07-22 09:47:09.703000+00:00,2,3,0
6a60919d62a1662d3b6803e9,6a5b33f154b73fc9cb5effdf,Kamille Kunze,(426) 870-3600 x369,MAINTENANCE,6a5faffaf9a6aaf7b13e2e1f,2026-05-03 17:29:24.840000+00:00,0,2026-07-22 09:47:09.703000+00:00,5,6,17
6a60919d62a1662d3b6803ea,6a5b33f154b73fc9cb5effdf,Earl Bradtke,(264) 453-7351 x188,GUEST,6a605fde07be72cd0147a6cc,2026-07-22 00:33:21.131000+00:00,0,2026-07-22 09:47:09.703000+00:00,7,2,0
6a60919d62a1662d3b6803eb,6a5b33f154b73fc9cb5effdf,Adrienne Monahan,1-814-364-2276 x56719,EMERGENCY,6a5faffaf9a6aaf7b13e2e20,2026-03-16 23:10:11.392000+00:00,0,2026-07-22 09:47:09.703000+00:00,3,0,23
6a60919d62a1662d3b6803ec,6a5b33f154b73fc9cb5effdf,Muriel MacGyver III,(209) 928-1790 x9278,EMERGENCY,6a5b5008120eac5c280cb195,2026-03-03 22:05:07.532000+00:00,0,2026-07-22 09:47:09.703000+00:00,3,1,22
6a60919d62a1662d3b6803ed,6a5b33f154b73fc9cb5effdf,Dayna Harvey,967.836.8701 x1109,MAINTENANCE,6a605fde07be72cd0147a6cc,2026-02-27 22:05:20.160000+00:00,0,2026-07-22 09:47:09.703000+00:00,2,4,22
6a60919d62a1662d3b6803ee,6a5b33f154b73fc9cb5effdf,Harvey Padberg,1-529-625-0567,DELIVERY,6a5faffaf9a6aaf7b13e2e1f,2026-06-15 16:58:28.199000+00:00,0,2026-07-22 09:47:09.703000+00:00,6,0,16
6a60919d62a1662d3b6803ef,6a5b33f154b73fc9cb5effdf,Jammie Crist,705.268.1983 x3195,CAB,6a5b5008120eac5c280cb195,2026-03-02 15:14:59.492000+00:00,0,2026-07-22 09:47:09.703000+00:00,3,0,15
6a60919d62a1662d3b6803f0,6a5b33f154b73fc9cb5effdf,Miss Janet Olson,(746) 934-1772 x34707,GUEST,6a5fb2a4f9a6aaf7b13e2f11,2026-04-19 16:48:31.377000+00:00,0,2026-07-22 09:47:09.703000+00:00,4,6,16
6a60919d62a1662d3b6803f1,6a5b33f154b73fc9cb5effdf,Alice Rice,1-590-206-4167 x451,MAINTENANCE,6a5faffaf9a6aaf7b13e2e1f,2026-02-27 07:25:09.538000+00:00,0,2026-07-22 09:47:09.703000+00:00,2,4,7
6a60919d62a1662d3b6803f2,6a5b33f154b73fc9cb5effdf,Patsy Dach,956-934-4392 x414,EMERGENCY,6a5b5008120eac5c280cb195,2026-04-17 17:35:41.506000+00:00,0,2026-07-22 09:47:09.703000+00:00,4,4,17
6a60919d62a1662d3b6803f3,6a5b33f154b73fc9cb5effdf,Justus Cole,(681) 893-1439 x99287,CAB,6a5faffaf9a6aaf7b13e2e1f,2026-07-06 10:19:40.641000+00:00,0,2026-07-22 09:47:09.703000+00:00,7,0,10
6a60919d62a1662d3b6803f4,6a5b33f154b73fc9cb5effdf,Sandy Schuppe,530.872.1113 x2946,GUEST,6a5faffaf9a6aaf7b13e2e20,2026-04-15 03:51:00.001000+00:00,0,2026-07-22 09:47:09.703000+00:00,4,2,3
6a60919d62a1662d3b6803f5,6a5b33f154b73fc9cb5effdf,Jeanne Swaniawski,975.817.0179 x9740,GUEST,6a5b5008120eac5c280cb195,2026-04-15 03:41:25.931000+00:00,0,2026-07-22 09:47:09.703000+00:00,4,2,3
6a60919d62a1662d3b6803f6,6a5b33f154b73fc9cb5effdf,Katie Paucek,1-489-585-5928 x348,MAINTENANCE,6a5faffaf9a6aaf7b13e2e1f,2026-06-11 06:03:17.820000+00:00,0,2026-07-22 09:47:09.703000+00:00,6,3,6
6a60919d62a1662d3b6803f7,6a5b33f154b73fc9cb5effdf,Dr. Gregg Auer,1-779-834-2909,DELIVERY,6a5faffaf9a6aaf7b13e2e20,2026-02-06 03:57:00.414000+00:00,0,2026-07-22 09:47:09.703000+00:00,2,4,3
6a60919d62a1662d3b6803f8,6a5b33f154b73fc9cb5effdf,Lesly Adams,1-497-254-5003 x1992,SERVICE_PROVIDER,6a5e40d56ed32b9a22aee986,2026-05-13 16:25:03.571000+00:00,0,2026-07-22 09:47:09.703000+00:00,5,2,16
6a60919d62a1662d3b6803f9,6a5b33f154b73fc9cb5effdf,Ethan Carroll,482.986.8366 x007,EMERGENCY,6a5faffaf9a6aaf7b13e2e1f,2026-06-18 16:49:04.483000+00:00,0,2026-07-22 09:47:09.703000+00:00,6,3,16
6a60919d62a1662d3b6803fa,6a5b33f154b73fc9cb5effdf,Iliana Mayert,(654) 735-0001 x23019,CAB,6a5faffaf9a6aaf7b13e2e1f,2026-07-16 22:41:56.443000+00:00,0,2026-07-22 09:47:09.703000+00:00,7,3,22
6a60919d62a1662d3b6803fb,6a5b33f154b73fc9cb5effdf,Dean Runolfsdottir,(601) 753-6661 x78953,CAB,6a5faffaf9a6aaf7b13e2e1f,2026-02-20 08:43:26.212000+00:00,0,2026-07-22 09:47:09.703000+00:00,2,4,8
6a60919d62a1662d3b6803fc,6a5b33f154b73fc9cb5effdf,Nikki Swaniawski,1-282-477-7811 x651,OTHER,6a605fde07be72cd0147a6cc,2026-06-08 11:37:15.938000+00:00,0,2026-07-22 09:47:09.703000+00:00,6,0,11
6a60919d62a1662d3b6803fd,6a5b33f154b73fc9cb5effdf,Solon Tromp,(683) 437-5151 x18239,SERVICE_PROVIDER,6a5faffaf9a6aaf7b13e2e1f,2026-07-09 23:17:24.978000+00:00,0,2026-07-22 09:47:09.705000+00:00,7,3,23
6a60919d62a1662d3b6803fe,6a5b33f154b73fc9cb5effdf,Eva Reichert,1-295-344-8950 x644,DELIVERY,6a5b5008120eac5c280cb195,2026-07-12 18:45:01.029000+00:00,0,2026-07-22 09:47:09.705000+00:00,7,6,18
6a60919d62a1662d3b6803ff,6a5b33f154b73fc9cb5effdf,Hubert Durgan,(524) 885-6577 x3000,GUEST,6a5faffaf9a6aaf7b13e2e20,2026-04-24 17:17:35.803000+00:00,0,2026-07-22 09:47:09.705000+00:00,4,4,17
6a60919d62a1662d3b680400,6a5b33f154b73fc9cb5effdf,Candido Heidenreich,580.333.7969 x6710,DELIVERY,6a605fde07be72cd0147a6cc,2026-05-27 11:24:40.779000+00:00,0,2026-07-22 09:47:09.705000+00:00,5,2,11
6a60919d62a1662d3b680401,6a5b33f154b73fc9cb5effdf,Madyson Collins DVM,815.244.7922 x388,SERVICE_PROVIDER,6a5b5008120eac5c280cb195,2026-02-10 06:27:15.881000+00:00,0,2026-07-22 09:47:09.705000+00:00,2,1,6
6a60919d62a1662d3b680402,6a5b33f154b73fc9cb5effdf,Ronald Cassin,1-830-783-1552,GUEST,6a5faffaf9a6aaf7b13e2e1f,2026-01-23 19:44:05.696000+00:00,0,2026-07-22 09:47:09.705000+00:00,1,4,19
6a60919d62a1662d3b680403,6a5b33f154b73fc9cb5effdf,Hal Mante,824-288-9682 x1875,GUEST,6a5faffaf9a6aaf7b13e2e20,2026-06-23 12:19:37.691000+00:00,0,2026-07-22 09:47:09.705000+00:00,6,1,12
6a60919d62a1662d3b680404,6a5b33f154b73fc9cb5effdf,Delores Schaden,641.968.0959 x227,DELIVERY,6a605fde07be72cd0147a6cc,2026-05-24 21:05:54.848000+00:00,0,2026-07-22 09:47:09.705000+00:00,5,6,21
6a60919d62a1662d3b680405,6a5b33f154b73fc9cb5effdf,Rita Treutel,1-317-936-5004 x01934,EMERGENCY,6a605fde07be72cd0147a6cc,2026-03-20 08:37:19.736000+00:00,0,2026-07-22 09:47:09.705000+00:00,3,4,8
6a60919d62a1662d3b680406,6a5b33f154b73fc9cb5effdf,Armand Haley,763.995.6721,CAB,6a5fb2a4f9a6aaf7b13e2f11,2026-02-09 03:01:15.522000+00:00,0,2026-07-22 09:47:09.705000+00:00,2,0,3
6a60919d62a1662d3b680407,6a5b33f154b73fc9cb5effdf,Christopher Kshlerin,293.864.9777 x612,DELIVERY,6a605fde07be72cd0147a6cc,2026-01-26 02:22:02.975000+00:00,0,2026-07-22 09:47:09.705000+00:00,1,0,2
6a60919d62a1662d3b680408,6a5b33f154b73fc9cb5effdf,Miss Bernadette Marks,1-421-817-8661 x97684,EMERGENCY,6a5b5008120eac5c280cb195,2026-04-02 02:51:16.988000+00:00,0,2026-07-22 09:47:09.705000+00:00,4,3,2
6a60919d62a1662d3b680409,6a5b33f154b73fc9cb5effdf,Wm Metz,802.557.2582,OTHER,6a5fb2a4f9a6aaf7b13e2f11,2026-05-18 16:59:44.046000+00:00,0,2026-07-22 09:47:09.705000+00:00,5,0,16
6a60919d62a1662d3b68040a,6a5b33f154b73fc9cb5effdf,Alejandro Schuster V,1-286-506-1029 x1423,GUEST,6a5fb2a4f9a6aaf7b13e2f11,2026-02-04 09:06:06.150000+00:00,0,2026-07-22 09:47:09.705000+00:00,2,2,9
6a60919d62a1662d3b68040b,6a5b33f154b73fc9cb5effdf,Marion Douglas PhD,(258) 796-7153 x44032,SERVICE_PROVIDER,6a605fde07be72cd0147a6cc,2026-05-18 09:20:54.451000+00:00,0,2026-07-22 09:47:09.705000+00:00,5,0,9
6a60919d62a1662d3b68040c,6a5b33f154b73fc9cb5effdf,Cathy West PhD,832.648.3461 x3346,GUEST,6a605fde07be72cd0147a6cc,2026-05-22 21:16:06.314000+00:00,0,2026-07-22 09:47:09.705000+00:00,5,4,21
6a60919d62a1662d3b68040d,6a5b33f154b73fc9cb5effdf,Christ Stanton,979.434.9909,CAB,6a5e40d56ed32b9a22aee986,2026-05-22 02:31:13.609000+00:00,0,2026-07-22 09:47:09.705000+00:00,5,4,2
6a60919d62a1662d3b68040e,6a5b33f154b73fc9cb5effdf,Eladio Considine,(856) 765-6199 x3701,OTHER,6a5fb2a4f9a6aaf7b13e2f11,2026-05-05 16:29:16.718000+00:00,0,2026-07-22 09:47:09.705000+00:00,5,1,16
6a60919d62a1662d3b68040f,6a5b33f154b73fc9cb5effdf,Susan Towne,416-528-8349 x7066,SERVICE_PROVIDER,6a605fde07be72cd0147a6cc,2026-04-27 16:52:02.028000+00:00,0,2026-07-22 09:47:09.705000+00:00,4,0,16
6a60919d62a1662d3b680410,6a5b33f154b73fc9cb5effdf,Derrick Tillman,1-921-821-1978 x7448,DELIVERY,6a605fde07be72cd0147a6cc,2026-07-19 17:14:42.030000+00:00,0,2026-07-22 09:47:09.705000+00:00,7,6,17
6a60919d62a1662d3b680411,6a5b33f154b73fc9cb5effdf,Tevin Hettinger,719-265-7261,DELIVERY,6a5faffaf9a6aaf7b13e2e1f,2026-06-22 14:02:55.453000+00:00,0,2026-07-22 09:47:09.705000+00:00,6,0,14
6a60919d62a1662d3b680412,6a5b33f154b73fc9cb5effdf,Della Runte,(696) 593-2975 x15296,DELIVERY,6a5e40d56ed32b9a22aee986,2026-05-26 06:27:05.812000+00:00,0,2026-07-22 09:47:09.705000+00:00,5,1,6
6a60919d62a1662d3b680413,6a5b33f154b73fc9cb5effdf,Dr. Leigh Watsica DVM,991.300.5032 x9532,EMERGENCY,6a605fde07be72cd0147a6cc,2026-05-29 08:02:43.057000+00:00,0,2026-07-22 09:47:09.705000+00:00,5,4,8
6a60919d62a1662d3b680414,6a5b33f154b73fc9cb5effdf,Dr. Edward Franey,902.547.0844,OTHER,6a5fb2a4f9a6aaf7b13e2f11,2026-04-19 22:33:27.499000+00:00,0,2026-07-22 09:47:09.705000+00:00,4,6,22
6a60919d62a1662d3b680415,6a5b33f154b73fc9cb5effdf,Dr. Deanna Zboncak,831.933.6175 x3023,SERVICE_PROVIDER,6a5faffaf9a6aaf7b13e2e20,2026-07-18 15:34:11.573000+00:00,0,2026-07-22 09:47:09.705000+00:00,7,5,15
6a60919d62a1662d3b680416,6a5b33f154b73fc9cb5effdf,Dr. Hubert Little,298.640.3490 x589,GUEST,6a605fde07be72cd0147a6cc,2026-02-26 22:30:50.941000+00:00,0,2026-07-22 09:47:09.705000+00:00,2,3,22
6a60919d62a1662d3b680417,6a5b33f154b73fc9cb5effdf,Kasandra Hoppe V,1-495-931-8744,DELIVERY,6a5faffaf9a6aaf7b13e2e20,2026-07-19 07:40:18.231000+00:00,0,2026-07-22 09:47:09.705000+00:00,7,6,7
6a60919d62a1662d3b680418,6a5b33f154b73fc9cb5effdf,Lillian Strosin Jr.,893-781-3983,GUEST,6a605fde07be72cd0147a6cc,2026-04-19 10:27:50.472000+00:00,0,2026-07-22 09:47:09.705000+00:00,4,6,10
6a60919d62a1662d3b680419,6a5b33f154b73fc9cb5effdf,Glennie Windler,324-720-0837 x78059,MAINTENANCE,6a5faffaf9a6aaf7b13e2e1f,2026-06-22 15:43:25.242000+00:00,0,2026-07-22 09:47:09.705000+00:00,6,0,15
6a60919d62a1662d3b68041a,6a5b33f154b73fc9cb5effdf,Vincenza Lynch,(319) 214-9931 x9451,EMERGENCY,6a5faffaf9a6aaf7b13e2e1f,2026-02-02 21:36:35.525000+00:00,0,2026-07-22 09:47:09.705000+00:00,2,0,21
6a60919d62a1662d3b68041b,6a5b33f154b73fc9cb5effdf,Miss Oswald Zieme III,1-934-973-8237 x33629,OTHER,6a5faffaf9a6aaf7b13e2e1f,2026-02-01 21:44:38.752000+00:00,0,2026-07-22 09:47:09.705000+00:00,2,6,21
6a60919d62a1662d3b68041c,6a5b33f154b73fc9cb5effdf,Belinda White,604.954.9052 x83920,MAINTENANCE,6a5fb2a4f9a6aaf7b13e2f11,2026-04-07 14:54:53.294000+00:00,0,2026-07-22 09:47:09.705000+00:00,4,1,14
6a60919d62a1662d3b68041d,6a5b33f154b73fc9cb5effdf,Haskell Murazik,(699) 989-7671,DELIVERY,6a5b5008120eac5c280cb195,2026-01-26 22:23:57.063000+00:00,0,2026-07-22 09:47:09.705000+00:00,1,0,22
6a60919d62a1662d3b68041e,6a5b33f154b73fc9cb5effdf,John Fritsch,1-627-429-1213 x26563,DELIVERY,6a5fb2a4f9a6aaf7b13e2f11,2026-03-03 16:48:35.746000+00:00,0,2026-07-22 09:47:09.705000+00:00,3,1,16
6a60919d62a1662d3b68041f,6a5b33f154b73fc9cb5effdf,Sammy Champlin,790-890-6332 x457,SERVICE_PROVIDER,6a5faffaf9a6aaf7b13e2e20,2026-06-10 01:50:50.563000+00:00,0,2026-07-22 09:47:09.705000+00:00,6,2,1
6a60919d62a1662d3b680420,6a5b33f154b73fc9cb5effdf,Beaulah Runolfsson,(907) 222-4147 x892,OTHER,6a5faffaf9a6aaf7b13e2e20,2026-05-31 12:13:21.204000+00:00,0,2026-07-22 09:47:09.705000+00:00,5,6,12
6a60919d62a1662d3b680421,6a5b33f154b73fc9cb5effdf,Betty Satterfield,837.803.3546 x4580,GUEST,6a605fde07be72cd0147a6cc,2026-06-22 02:20:27.187000+00:00,0,2026-07-22 09:47:09.705000+00:00,6,0,2
6a60919d62a1662d3b680422,6a5b33f154b73fc9cb5effdf,Mr. Gaston Bosco III,1-351-364-6605,SERVICE_PROVIDER,6a5e40d56ed32b9a22aee986,2026-04-25 11:27:01.477000+00:00,0,2026-07-22 09:47:09.705000+00:00,4,5,11
6a60919d62a1662d3b680423,6a5b33f154b73fc9cb5effdf,Mr. Terrill Schulist,715.737.8224 x771,OTHER,6a5faffaf9a6aaf7b13e2e1f,2026-05-01 18:45:53.122000+00:00,0,2026-07-22 09:47:09.705000+00:00,5,4,18
6a60919d62a1662d3b680424,6a5b33f154b73fc9cb5effdf,Bonnie Kling,1-309-495-8223 x04420,DELIVERY,6a5fb2a4f9a6aaf7b13e2f11,2026-03-12 23:31:58.903000+00:00,0,2026-07-22 09:47:09.705000+00:00,3,3,23
